game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated
31759,6,120,14,2,120,Battletech Introductory Box Set,120,2002,"Fighting,Miniatures,Science Fiction,Wargame",,"L. Ross Babcock, III,Sam Lewis,Jordan Weisman","BattleTech Classic: Jihad Secrets – The Blake Documents,Battletech Hexpack:  Lakes and Rivers,Battletech HexPack: Cities and Roads,Battletech HexPack: Mountains and Canyons,BattleTech Record Sheets: 3055 Upgrade,BattleTech: Field Manual SLDF,BattleTech: Jihad – Final Reckoning,Classic Battletech Map Compilation 1,Classic Battletech Map Compilation 2,Classic BattleTech Map Set #7,Classic Battletech Starterbook: Sword and Dragon,Classic Battletech: Combat Equipment,Classic Battletech: Combat Operations,Classic Battletech: Dawn of the Jihad,Classic Battletech: Field Manual – 3085,Classic Battletech: Handbook House Marik,Classic Battletech: Historical – Operation Klondike,Classic Battletech: Interstellar Players,Classic Battletech: Jihad Conspiracies – Interstellar Players 2,Classic Battletech: Jihad Hot Spots 3076,Classic Battletech: Jihad Hot Spots – 3072,Classic Battletech: Jihad Hot Spots – Terra,Classic BattleTech: Map Pack – Solaris VII,Classic Battletech: Masters and Minions – The StarCorps Dossiers,Classic Battletech: Mercenaries Supplemental II,Classic Battletech: Record Sheets – 3050 Upgrade,Classic Battletech: Record Sheets – 3060,Classic Battletech: Record Sheets – 3075,Classic Battletech: Record Sheets – 3085,Classic Battletech: Record Sheets – Prototypes,Classic Battletech: Technical Readout 3025,Classic BattleTech: Technical Readout 3026,Classic BattleTech: Technical Readout 3055 Upgrade,Classic BattleTech: Technical Readout 3058 Upgrade,Classic Battletech: Technical Readout 3060,Classic BattleTech: Technical Readout 3067,Classic BattleTech: Technical Readout 3075,Classic BattleTech: Technical Readout 3085,Classic Battletech: Technical Readout – 3050 Upgrade,Classic Battletech: Technical Readout – Project Phoenix,Classic Battletech: Technical Readout – Prototypes,Classic Battletech: Technical Readout – Vehicle Annex,Classic Battletech: Total Warfare","Dice Rolling,Hex-and-Counter,Role Playing,Variable Player Powers","Catalyst Game Labs,Fanpro,Fast Forward Entertainment,Ulisses Spiele,WizKids",7.63199,725
31764,6,20,0,3,20,Tobynstein,20,2007,"Animals,Humor",,Josep M. Allué,,Simultaneous Action Selection,"HomoLudicus,Perra Cómics",6.37431,65
31767,10,60,0,2,60,Outburst II,60,1991,Party Game,,Brian Hersch,,,Hersch and Company,5.48881,89
31790,2,300,14,1,300,"Crusade and Revolution: The Spanish Civil War, 1936-1939",300,2013,"Civil War,Wargame,World War II",,David Gómez Relloso,,"Campaign / Battle Card Driven,Card Drafting,Point to Point Movement",Compass Games,8.35492,193
31794,2,60,0,2,60,Robin Hood,60,1994,"Adventure,Fantasy,Fighting,Medieval,Movies / TV / Radio theme,Mythology",,Adrian Markowski,,Hex-and-Counter,Sfera,4.64655,58
31803,4,30,10,2,30,Wadi,30,2007,"Ancient,Territory Building",,Martyn F,Wadi: The Watchmen,"Area Control / Area Influence,Modular Board","Emma Games,Heidelberger Spieleverlag",6.19091,143
31808,6,20,10,2,20,GUBS: A Game of Wit and Luck,20,2007,"Card Game,Fantasy,Party Game",,"Alex Medeiros,Cole Medeiros",,Hand Management,"Cole Medeiros Games,Gamewright,Lifestyle Boardgames Ltd,White Goblin Games",6.01377,945
31822,5,20,0,3,20,Master of Rules,20,2007,Card Game,,Susumu Kawasaki,,Hand Management,"(Unknown),Japon Brand,Kawasaki Factory,YOKA Games,Z-Man Games",5.91785,357
31853,2,15,10,2,15,Black Box +,15,2007,Deduction,,Eric Solomon,Black Box Game Book,,franjos Spieleverlag,7.27458,118
31887,6,40,0,2,40,AmuseAmaze,40,2007,"Maze,Word Game",,Ethan Goffman,,Modular Board,HL Games,5.88451,113
31897,4,120,10,3,60,Anno 1701: Das Brettspiel,120,2007,"Age of Reason,Civilization,Exploration",,Klaus Teuber,,"Dice Rolling,Trading",KOSMOS,6.75092,261
31909,8,60,0,2,60,Die Jagd nach dem Gral,60,2007,"Deduction,Number",,Eric Solomon,,Pick-up and Deliver,"Argentum Verlag,Fortuna Games",5.44906,53
31920,6,90,10,3,90,Munchkin Booty,90,2008,"Card Game,Fighting,Humor,Pirates",,Steve Jackson (I),"+10 Bag o' Munchkin d6,+6 Bag O' Munchkin Babes ,+6 Bag o' Munchkin Level Counters,+6 Bag O' Munchkins,+8 Bag O' Munchkin Babes & Pawns,Epic Munchkin,Exclusive Warehouse 23 Munchkin Booster,Munchkin 10th Anniversary Shot Glass,Munchkin Blender,Munchkin Bookmark Collection,Munchkin Booty 2: Jump the Shark,Munchkin Booty D10 Dice,Munchkin Booty D6 Dice,Munchkin Booty: Fish & Ships,Munchkin Bracelet of Slapping,Munchkin Coins,Munchkin Dice,Munchkin Gazebo Shot Glass,Munchkin Get More Loot! Promotional Postcard,Munchkin Metal Pin,Munchkin Official Shirts,Munchkin Patch,Munchkin Pins,Munchkin Plutonium Dragon Shot Glass,Munchkin Promo Cards,Munchkin Promotional Bookmarks,Munchkin Sammlerkoffer,Munchkin Sherpa,Munchkin Sparkly Good Fairy Shot Glass,Munchkin Tavern Pint Glass,Munchkin Tavern Reusable Tote,Munchkin Tavern Shot Glass,Munchkin Thumb Drive,Munchkin Triple Play: Set 1,Munchkin Zipper Pull,Munchkin: Go Up a Level,Zombie Shot Glass","Dice Rolling,Trading,Variable Player Powers","Black Monk,Hobby World,Pegasus Spiele,Raven Distribution,Smart Ltd,Steve Jackson Games",6.32566,1555
31926,2,30,7,2,30,TAIJI,30,2007,Abstract Strategy,,Néstor Romeral Andrés,,Tile Placement,"Blue Panther,nestorgames",6.42929,99
31935,4,20,8,2,20,Scrabble Express,20,2007,"Dice,Word Game",,"Garrett J. Donner,Michael S. Steer,Roy Wilcox",,Dice Rolling,"Hasbro,Parker Brothers,Winning Solutions",5.80269,141
31936,4,20,6,2,20,Sorry! Express,20,2007,"Dice,Travel",,"Garrett J. Donner,Brian S. Spence,Michael S. Steer",,Dice Rolling,"Hasbro,Parker Brothers",4.5099,96
31954,2,360,0,2,360,A Victory Denied,360,2009,"Wargame,World War II",,Adam Starkweather,,"Chit-Pull System,Dice Rolling,Hex-and-Counter,Simulation","Game Journal,Multi-Man Publishing",7.4076,334
31968,4,40,0,2,40,Abalone Quattro,40,2003,Abstract Strategy,,"Michel Lalet,Laurent Levi",,Grid Movement,"Asmodee,Hasbro,Parker Spiele,REBEL.pl,Schmidt Spiele",6.86346,104
31971,5,15,10,2,15,Burgoo,15,2014,Abstract Strategy,,Dan Manfredini,,"Card Drafting,Hand Management","Gizmet Gameworks,KOI Games,Tasty Minstrel Games",5.83828,526
31975,2,40,0,2,40,Retsami,40,2006,Abstract Strategy,,John Wildsmith,,,(Self-Published),6.36935,62
31999,2,60,13,2,30,TZAAR,60,2007,Abstract Strategy,,Kris Burm,,Grid Movement,"Don & Co.,HUCH! & friends,REBEL.pl,Rio Grande Games,Smart Toys and Games, Inc.",7.67796,2104
32002,4,120,13,2,60,Forged in Steel,120,2016,"American West,City Building,Economic,Industry / Manufacturing,Territory Building",,Wade Broadhead,,"Action Point Allowance System,Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management,Simultaneous Action Selection,Variable Player Powers,Voting","Knight Works, LLC",7.4929,160
32004,2,30,8,2,30,Chaos,30,2007,Abstract Strategy,,(Uncredited),,"Point to Point Movement,Tile Placement",MindWare,5.57963,54
32014,5,100,12,3,100,Confucius,100,2008,Political,,Alan Paull,,"Action Point Allowance System,Area Control / Area Influence","JKLM Games,Surprised Stare Games Ltd",6.87026,657
32016,8,20,6,3,20,Gumball Rally,20,2007,"Card Game,Children's Game,Racing",,Ted Cheatham,,Hand Management,Z-Man Games,5.65318,212
32025,4,15,10,1,15,Einfach Genial Knobelspass,15,2007,"Puzzle,Racing",,Reiner Knizia,,Tile Placement,"KOSMOS,Sophisticated Games",6.11636,55
32032,6,160,0,2,160,Monopoly: Electronic Banking,160,2007,"Economic,Electronic,Negotiation",,(Uncredited),,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading","Hasbro,Parker Brothers",5.06011,453
32047,6,90,12,2,90,The Circle,90,2007,Spies/Secret Agents,,Folker Jung,,Variable Player Powers,C4 / Creative Cell,5.83039,154
32048,4,10,3,2,10,Bobbin' Bumblebee,10,2007,"Action / Dexterity,Children's Game,Electronic,Real-time",,"Jim Bousman,Carol Wiseley",,Player Elimination,Mega Brands,6.22486,181
32107,12,50,8,3,50,Cro-Magnon,50,2007,"Prehistoric,Word Game",,"Fanny Cherpe,Olivier Mercier",,Acting,"Bioviva,KOSMOS,Laser plus,University Games",5.34569,116
32109,0,15,0,4,15,Electronic Catch Phrase: Music Edition,15,2007,"Electronic,Music,Party Game,Trivia",,(Uncredited),,"Co-operative Play,Singing","Hasbro,Parker Brothers",5.67714,70
32114,4,30,12,2,30,Merchants,30,2007,"Card Game,Economic,Nautical",,Reiner Knizia,,"Hand Management,Trading","Catalyst Game Labs,Game Harbor,New Games Order, LLC,Pegasus Spiele",6.59775,715
32116,4,60,10,2,45,Airships,60,2007,"Aviation / Flight,Dice,Industry / Manufacturing",,Andreas Seyfarth,,"Card Drafting,Dice Rolling,Set Collection","Queen Games,Corfix,G3",6.43144,2440
32124,6,20,3,2,20,My Little Pony Hide & Seek,20,2005,"Children's Game,Memory,Movies / TV / Radio theme",,The Merlin Group,,"Memory,Modular Board","Hasbro,MB Jeux,MB Spellen,Milton Bradley",4.90789,76
32125,5,20,8,3,20,Felix: The Cat in the Sack,20,2007,"Animals,Bluffing,Card Game",,Friedemann Friese,,"Auction/Bidding,Betting/Wagering,Secret Unit Deployment","2F-Spiele,999 Games,Arclight,Edge Entertainment,Filosofia Éditions,Kaissa Chess & Games,Rio Grande Games,Runadrake,Stratelibri,Stronghold Games,Swan Panasia Co., Ltd.",6.60174,4063
32129,2,20,0,2,20,Taktika,20,2007,"Action / Dexterity,Fantasy,Medieval",,Ian Cooper (I),,,"Gizmet Gameworks,Sky Castle Games,Z-Man Games",7.09389,180
32143,5,45,0,2,45,Kazaam,45,2008,Fantasy,,"Małgorzata Majkowska,Tomasz Z. Majkowski",,"Action Point Allowance System,Hand Management,Memory,Set Collection,Tile Placement,Variable Player Powers",Wolf Fang P.H.,6.41473,207
32146,6,0,13,2,60,Trailer Park Wars,0,2007,"Card Game,Economic,Humor",,"Lori Dieda,Lisa Steenson",Trailer Park Wars! Expansion: Terror in the Trailer Park,"Modular Board,Take That",Gut Bustin' Games,6.00615,374
32149,12,60,0,3,60,Word Blur,60,2007,"Party Game,Word Game",,Geoff Girouard,,,"Word Blur, LLC",6.90441,136
32150,2,60,0,1,60,Ambush Alley,60,2007,"Fighting,Miniatures,Wargame",,"Shawn Carpenter,Robby Carpenter,David Phipps","Ambush Alley: Art of War,Ambush Alley: Day of the Rangers,Ambush Alley: Indian Country,Ambush Alley: Lawyers, Guns & Money,Ambush Alley: Motor Pool,Ambush Alley: Operation – Darkstar,Ambush Alley: The Three Block War,Ambush Alley: Under the Black Flag,The Wasteland","Dice Rolling,Secret Unit Deployment",Ambush Alley Games,7.99038,52
32154,4,30,0,2,30,Down Under,30,2007,Abstract Strategy,,Günter Cornett,,Tile Placement,Bambus Spieleverlag,5.67863,204
32157,6,30,0,3,30,The T-Shirt Game,30,2007,"Card Game,Humor,Party Game",,"Garrett J. Donner,Wendy L. Harris,Michael S. Steer",,,"Buffalo Games,Tactic",5.27088,91
32161,6,15,6,3,15,Wypas,15,2007,"Card Game,Humor,Party Game",,"Michał Stachyra,Maciej Zasowski",,"Auction/Bidding,Card Drafting,Hand Management",Kuźnia Gier,4.42676,71
32164,5,45,10,3,30,Borneo,45,2007,"Card Game,Economic,Nautical",,Paolo Mori,,"Hand Management,Set Collection,Stock Holding","ABACUSSPIELE,dV Giochi",5.61465,157
32165,5,60,12,2,60,Darjeeling,60,2007,"Economic,Farming",,Günter Burkhardt,,"Commodity Speculation,Grid Movement,Modular Board,Set Collection","ABACUSSPIELE,Corfix,Rio Grande Games",6.57094,1210
32171,6,60,14,3,60,El Club de los Martes,60,2007,"Bluffing,Deduction,Murder/Mystery,Novel-based,Party Game",,José Carlos de Diego Guerrero,,"Acting,Betting/Wagering","conBarba,Nosolorol Ediciones",7.37825,120
32194,4,45,10,2,45,Saba: Palast der Königin,45,2007,Arabian,,"Christian Fiore,Knut Happel",,Area Control / Area Influence,Goldsieber Spiele,5.57115,114
32226,4,45,10,2,45,Liebe & Intrige,45,2007,,,"Ellen Maria Ernst,Kira Verena Samol",,"Dice Rolling,Set Collection",Goldsieber Spiele,6.09447,244
32236,4,15,4,2,15,Grzybobranie,15,1975,"Adventure,Children's Game,Exploration",,(Uncredited),,"Dice Rolling,Roll / Spin and Move,Set Collection","Alexander,Granna,MoBi,RUCH,Samo-pol,Trefl",3.62859,78
32245,5,120,0,2,120,Fortuna,120,1984,"Economic,Negotiation",,(Uncredited),,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading","Spółdzielnia Rzemieślnicza ""Żoliborz""",5.55139,72
32253,6,60,6,2,60,Caveman,60,2007,"Dice,Exploration,Prehistoric",,"Matthew Hall,Simon Hall,Terry Shaw,Magdalene Vrijland",,Area Control / Area Influence,"JKLM Games,MAG (Make-A-Game) Ltd.",5.68547,234
32260,4,60,15,2,60,The Club,60,2008,"Humor,Music,Party Game",,Jussi Autio,The Club: DJ Set,"Set Collection,Tile Placement","FRED Distribution, Inc.,Tuonela Productions Ltd.",4.56312,216
32333,4,60,12,2,60,Die Wiege der Renaissance,60,2007,"Card Game,Renaissance",,"Hanno Kuhn,Wilfried Kuhn",,Partnerships,DDD Verlag GmbH,5.91974,114
32337,8,90,14,2,90,About Time,90,2007,"Dice,Educational,Trivia",,"Joe Gill,Matt Gould (I),Iain McGill,Michele Rosaus",,"Dice Rolling,Partnerships","Californian Products,Circa Circa",6.14924,66
32340,4,30,10,2,30,The Golden Compass,30,2007,"Card Game,Fantasy,Movies / TV / Radio theme",,"Marco Maggi,Francesco Nepitello",,,"999 Games,Devir,Editrice Giochi,Esdevium,Kaissa Chess & Games,KOSMOS,Sophisticated Games",4.16071,56
32341,6,20,6,2,10,Cockroach Salad,20,2007,"Action / Dexterity,Card Game,Humor,Real-time",,Jacques Zeimet,,Pattern Recognition,"Corfix,Devir,Drei Magier Spiele,G3,Gigamic,Kaissa Chess & Games,Lion Rampant Imports,Schmidt Spiele",6.18466,1739
32382,5,30,8,2,30,Gipsy King,30,2007,Abstract Strategy,,Corné van Moorsel,Gipsy King Expansion 1,"Area Control / Area Influence,Modular Board,Route/Network Building",Cwali,6.59409,604
32405,8,20,6,2,15,Alles Kanone!,20,2007,"Card Game,Children's Game,Comic Book / Strip,Memory,Movies / TV / Radio theme,Real-time",,Reiner Knizia,,Memory,"999 Games,Corfix,Egmont Polska,Gigamic,Kaissa Chess & Games,Mercurio,Piatnik,Stupor Mundi,Swan Panasia Co., Ltd.,Zoch Verlag",5.93381,281
32409,6,30,0,2,30,Wiochmen 2,30,2007,"Card Game,Humor,Racing",,"Marek Mydel,Piotr Stankiewicz",,"Hand Management,Modular Board,Variable Player Powers",Kuźnia Gier,5.72903,217
32412,5,45,10,3,45,Palastgeflüster,45,2007,"Bluffing,Card Game,Medieval",,Michael Rieneck,,"Hand Management,Set Collection","(Self-Published),Adlung-Spiele,cosaic,HomoLudicus,Lucrum Games,Schmidt Spiele",6.78638,1704
32424,6,360,0,3,360,1848: Australia,360,2007,"Economic,Trains,Transportation",,"Helmut Ohley,Leonhard ""Lonny"" Orgler",,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement","(Self-Published),Double-O Games",7.8559,144
32429,6,15,4,2,15,Mouse Match,15,2007,"Animals,Children's Game,Memory",,Jacques Zeimet,,Memory,"Competo / Marektoy,Drei Magier Spiele,Falomir Juegos,Fundex,Nordic Games GmbH",6.2451,51
32431,5,75,12,3,60,Altamira,75,2007,"Animals,Prehistoric",,Peter-Paul Joopen,,"Area Movement,Set Collection",Zoch Verlag,5.4919,129
32441,4,45,14,2,45,Bezzerwizzer,45,2007,"Party Game,Trivia",,Jesper Bülow,"Bezzerwizzer Fragenerweiterung 1.0,Bezzerwizzer Fragenerweiterung 2.0","Betting/Wagering,Simultaneous Action Selection","Bezzerwizzer ApS,Mattel",6.40415,1716
32465,4,15,5,2,15,Didi Dotter,15,2007,Children's Game,,Ariel Laden,,Simultaneous Action Selection,"The Canadian Group,Gigamic,Piatnik,Zoch Verlag",6.29471,85
32466,2,30,6,2,30,Kogworks,30,2007,Abstract Strategy,,"Frank Dyksterhuis,Mark Wood",,Tile Placement,Dr. Wood Challenge Centre,6.074,180
32469,7,30,12,3,15,Make You Gunfighters,30,2007,"American West,Card Game,Deduction,Fighting,Party Game",,Koushi Kondou,,"Memory,Player Elimination,Role Playing",Bouken,6.30382,144
32471,22,30,0,7,30,Mafia,30,2007,"Deduction,Mafia,Negotiation,Party Game",,Dimitry Davidoff,,"Acting,Memory,Partnerships,Player Elimination,Variable Player Powers,Voting","Art. Lebedev Studio,Granna",5.64934,151
32484,2,15,0,2,15,The Battle for Hill 218,15,2007,"Card Game,Wargame,World War II",,Darwin Kastle,,"Hand Management,Take That",Your Move Games,6.67006,1584
32495,5,120,12,2,120,Murder City,120,2007,"Bluffing,Card Game,Deduction,Murder/Mystery,Science Fiction",,Will Hindmarch,,"Betting/Wagering,Dice Rolling,Set Collection,Storytelling,Variable Player Powers",White Wolf Publishing (White Wolf),5.4531,147
32639,5,30,10,2,30,Politico,30,2007,"Bluffing,Card Game,Medieval",,John Clowdus,,"Set Collection,Simultaneous Action Selection",Small Box Games,6.64906,53
32666,6,120,0,3,120,Wealth of Nations,120,2008,"Economic,Industry / Manufacturing,Negotiation,Territory Building",,Nico Carroll,"Wealth of Nations Super Industry Tiles,Wealth of Nations: War Clouds","Commodity Speculation,Tile Placement,Trading",TableStar Games,6.9426,1596
32670,4,10,8,2,10,Barista,10,2007,"Card Game,Dice",,"Steve Edmiston,Tom Phillips",,Hand Management,Discovery Bay Games,4.27256,81
32674,4,60,12,2,60,Monsterpocalypse,60,2008,"Collectible Components,Fighting,Miniatures,Science Fiction",,"Matt Wilson,Erik Yaple",,"Dice Rolling,Variable Phase Order,Variable Player Powers",Privateer Press,7.22607,917
32678,2,30,9,1,30,Hero: Immortal King – The Lair of the Lich,30,2007,"Adventure,Card Game,Fantasy",,Emmanuel Beltrando,,Dice Rolling,Asmodee,5.25,164
32679,2,30,9,1,30,Hero: Immortal King – The Den of Dementia,30,2007,"Adventure,Card Game,Fantasy",,Emmanuel Beltrando,,Dice Rolling,Asmodee,5.24174,115
32680,2,30,9,1,30,Hero: Immortal King – The Infernal Forge,30,2007,"Adventure,Card Game,Fantasy",,Emmanuel Beltrando,,Dice Rolling,Asmodee,5.2541,122
32682,4,45,0,2,45,Scene It? Disney Second Edition,45,2007,"Dice,Movies / TV / Radio theme,Trivia",,(Uncredited),,Roll / Spin and Move,"Mattel,Screenlife, LLC",5.58,100
32683,4,60,8,2,60,Scene It? Harry Potter Second Edition,60,2007,"Electronic,Fantasy,Movies / TV / Radio theme,Novel-based,Party Game,Trivia",,(Uncredited),,Roll / Spin and Move,"Mattel,Screenlife, LLC",5.50289,76
32688,20,45,13,2,45,Scene It? Movie Second Edition,45,2007,"Electronic,Movies / TV / Radio theme,Party Game,Trivia",,(Uncredited),,Roll / Spin and Move,"Mattel,Screenlife, LLC",5.62294,163
32743,15,20,12,2,20,Black Stories Mystery Edition,20,2007,"Deduction,Fantasy,Horror,Humor,Murder/Mystery,Party Game",,Holger Bösch,,Storytelling,"G3,Gen-X Games,Kikigagne?,Magazzini Salani,MINDOK,moses. Verlag GmbH",5.5494,216
32751,6,20,0,2,20,Spirits!,20,2007,"Card Game,Children's Game,Pirates",,Reiner Knizia,,Hand Management,"ASYNCRON games,Raven Distribution,Red Glove,Die Spiegelburg",5.58689,61
32820,5,0,0,2,0,Strut!,0,2007,"Animals,Card Game,Dice",,Bruce Alsip,,Dice Rolling,Alsip and Co.,6.61524,82
32838,8,240,0,2,240,The Battle for Normandy,240,2009,"Wargame,World War II",,Danny Holte,The Battle for Normandy Expansion,"Dice Rolling,Hex-and-Counter,Simulation",GMT Games,7.82481,262
32849,4,20,4,2,20,Cat in The Hat:  I Can do that!,20,2007,"Action / Dexterity,Card Game,Children's Game,Novel-based",,,,,I Can Do That Games,5.13222,72
32885,6,15,7,2,15,Sequence: States & Capitals,15,2006,"Abstract Strategy,Card Game,Educational",,(Uncredited),,Pattern Building,"Jax, Ltd.",5.56868,68
32901,100,10,8,2,10,Prawo Dżungli,10,2007,"Action / Dexterity,Card Game,Party Game",,(Uncredited),Prawo Dżungli: dodatek,Pattern Recognition,Week End Games,6.64522,366
32907,2,240,0,2,240,Eylau 1807,240,2007,"Napoleonic,Wargame",,Frédéric Bey,,Hex-and-Counter,Vae Victis,7.42,50
32922,4,30,14,2,30,Camper Tour,30,2007,"Children's Game,Dice,Racing,Travel",,Spartaco Albertarelli,,"Betting/Wagering,Dice Rolling,Point to Point Movement,Press Your Luck,Roll / Spin and Move,Route/Network Building,Tile Placement",Ghenos Games,5.06,50
32928,6,30,10,2,30,Mü & Lots More,30,2007,"Card Game,Game System","Nyet!,Was sticht?,Willi","Günter Burkhardt,Stefan Dorra,Doris Matthäus,Frank Nestel,Karl-Heinz Schmiel",,"Partnerships,Trick-taking","AMIGO Spiel + Freizeit GmbH,Rio Grande Games",7.3938,676
32944,5,45,10,2,45,Neue Heimat,45,2007,"City Building,Economic",,Klaus Zoch,,Auction/Bidding,Chili Spiele,7.21346,586
32968,6,45,9,2,45,Hai-Alarm!!!,45,2008,"Animals,Card Game",,"Christoph Cantzler,Anja Wrede",,Card Drafting,"Drei Magier Spiele,Swan Panasia Co., Ltd.",5.58866,170
